fog_nodes,iot_tasks,cpu_limit,algorithm,fog_energy,cloud_energy,energy_saved_percent,qos_satisfaction,throughput
22,1735,169,QoS Aware Heuristic,300.03,527.18,43.09,99.19,78.86
74,1985,329,QoS Aware Heuristic,426.5,621.4,31.36,93.13,26.82
41,869,579,Round Robin,162.71,240.06,32.22,64.99,21.2
64,590,632,Round Robin,490.9,718.63,31.69,80.3,9.22
52,193,207,Bin Packing,128.09,350.71,63.48,96.13,3.71
81,637,975,Round Robin,313.6,441.72,29.0,97.76,7.86
32,706,340,QoS Aware Heuristic,466.41,700.36,33.4,75.21,22.06
73,1814,350,FCFS,478.28,665.89,28.17,89.03,24.85
81,1649,234,Reinforcement Learning,192.84,382.69,49.61,76.42,20.36
85,1932,189,QoS Aware Heuristic,157.59,299.49,47.38,64.95,22.73
44,394,690,Round Robin,389.76,468.96,16.89,95.38,8.95
49,1342,539,Reinforcement Learning,116.79,221.02,47.16,97.28,27.39
66,1913,788,Reinforcement Learning,294.1,536.31,45.16,80.19,28.98
97,745,397,Bin Packing,418.54,536.4,21.97,60.73,7.68
62,1846,506,Round Robin,324.1,374.66,13.49,92.64,29.77
71,317,407,Bin Packing,175.21,474.46,63.07,79.08,4.46
60,218,201,Reinforcement Learning,294.82,397.49,25.83,63.0,3.63
44,1844,460,Bin Packing,468.51,682.36,31.34,67.58,41.91
44,1812,946,Round Robin,346.89,628.62,44.82,66.08,41.18
95,82,723,QoS Aware Heuristic,388.6,588.53,33.97,87.45,0.86
81,426,792,FCFS,234.51,484.27,51.57,71.98,5.26
37,1287,715,QoS Aware Heuristic,175.39,469.48,62.64,65.11,34.78
10,1635,627,Reinforcement Learning,202.26,467.35,56.72,96.71,163.5
92,1513,707,QoS Aware Heuristic,313.27,502.75,37.69,98.26,16.45
23,1565,392,Bin Packing,212.09,353.02,39.92,65.54,68.04
84,442,245,Round Robin,316.79,487.41,35.01,69.21,5.26
44,538,503,QoS Aware Heuristic,383.12,643.58,40.47,83.68,12.23
96,771,913,QoS Aware Heuristic,393.76,657.1,40.08,66.02,8.03
63,995,101,Round Robin,165.87,427.33,61.18,66.34,15.79
63,1102,218,Bin Packing,400.17,599.48,33.25,73.46,17.49
52,88,954,FCFS,369.08,538.32,31.44,97.97,1.69
45,1932,705,QoS Aware Heuristic,104.8,232.63,54.95,98.5,42.93
17,1685,290,Reinforcement Learning,123.55,174.39,29.15,93.67,99.12
49,1246,102,Bin Packing,358.5,599.62,40.21,87.83,25.43
93,1090,586,Bin Packing,253.48,372.73,31.99,88.83,11.72
57,1129,722,QoS Aware Heuristic,158.44,290.86,45.53,78.78,19.81
46,275,276,Round Robin,117.76,378.63,68.9,81.21,5.98
67,1631,356,QoS Aware Heuristic,163.76,226.82,27.8,85.38,24.34
31,116,972,QoS Aware Heuristic,483.01,764.92,36.85,89.25,3.74
42,1270,633,Round Robin,391.03,441.37,11.41,63.87,30.24
64,1727,576,Reinforcement Learning,311.08,595.87,47.79,69.0,26.98
11,884,497,Round Robin,476.62,640.31,25.56,98.52,80.36
9,1096,595,QoS Aware Heuristic,347.64,423.17,17.85,73.41,121.78
49,1048,319,FCFS,390.26,608.8,35.9,70.74,21.39
62,1679,272,Round Robin,213.06,487.02,56.25,76.88,27.08
35,1827,835,Reinforcement Learning,335.59,495.11,32.22,71.64,52.2
27,286,489,Round Robin,157.39,380.23,58.61,63.65,10.59
46,1006,601,Round Robin,261.79,556.63,52.97,68.32,21.87
14,968,676,Bin Packing,113.3,223.48,49.3,85.61,69.14
36,1996,888,Bin Packing,186.65,441.76,57.75,68.93,55.44
57,1639,860,QoS Aware Heuristic,129.95,253.76,48.79,85.91,28.75
34,1211,359,QoS Aware Heuristic,255.11,411.69,38.03,64.0,35.62
43,522,230,Round Robin,437.21,557.65,21.6,61.68,12.14
35,1918,212,FCFS,251.17,412.67,39.14,94.46,54.8
86,1857,897,QoS Aware Heuristic,432.66,483.93,10.59,90.4,21.59
6,602,898,Round Robin,362.6,488.46,25.77,86.64,100.33
82,1683,822,Round Robin,303.81,465.13,34.68,61.24,20.52
81,744,119,Round Robin,194.76,402.82,51.65,69.57,9.19
97,1713,314,Round Robin,468.86,678.2,30.87,92.49,17.66
16,1302,409,Round Robin,121.68,317.63,61.69,65.79,81.38
43,366,350,Bin Packing,375.57,498.83,24.71,92.51,8.51
70,647,587,Reinforcement Learning,348.5,635.35,45.15,83.37,9.24
17,817,481,Reinforcement Learning,276.42,424.41,34.87,89.61,48.06
50,1794,508,Round Robin,196.13,300.35,34.7,85.78,35.88
31,1800,370,QoS Aware Heuristic,272.28,460.91,40.93,76.68,58.06
21,935,506,FCFS,449.11,686.34,34.56,71.68,44.52
99,1685,791,Round Robin,434.71,487.77,10.88,86.91,17.02
64,610,293,FCFS,476.55,595.64,19.99,92.28,9.53
68,1274,540,Bin Packing,223.12,479.36,53.45,61.79,18.74
92,307,412,Reinforcement Learning,254.84,431.6,40.95,75.2,3.34
39,1553,178,Bin Packing,107.49,259.61,58.6,74.03,39.82
74,1961,279,QoS Aware Heuristic,477.18,759.91,37.21,82.38,26.5
87,1251,774,QoS Aware Heuristic,231.76,304.14,23.8,64.56,14.38
34,806,813,Round Robin,261.67,465.56,43.79,97.34,23.71
75,172,113,QoS Aware Heuristic,463.12,598.67,22.64,81.94,2.29
78,391,958,QoS Aware Heuristic,310.64,378.35,17.9,96.95,5.01
67,1244,345,Bin Packing,326.47,429.91,24.06,92.68,18.57
32,1918,113,FCFS,170.49,377.47,54.83,67.67,59.94
64,1721,198,Reinforcement Learning,299.46,356.53,16.01,65.29,26.89
83,1132,132,QoS Aware Heuristic,467.28,665.34,29.77,94.45,13.64
98,1778,535,QoS Aware Heuristic,323.49,612.7,47.2,81.44,18.14
41,1538,356,Bin Packing,202.05,450.82,55.18,60.79,37.51
97,1853,133,Reinforcement Learning,112.47,248.87,54.81,97.37,19.1
26,309,118,Bin Packing,234.52,319.07,26.5,78.92,11.88
72,1446,763,FCFS,329.04,495.31,33.57,72.04,20.08
24,144,359,Bin Packing,117.05,265.29,55.88,80.66,6.0
72,1198,775,Reinforcement Learning,343.92,636.85,46.0,92.92,16.64
95,90,688,Reinforcement Learning,309.37,606.84,49.02,64.41,0.95
68,1964,925,QoS Aware Heuristic,413.37,566.02,26.97,74.36,28.88
21,303,515,FCFS,111.56,198.76,43.87,72.75,14.43
16,56,236,Round Robin,412.34,689.99,40.24,93.59,3.5
26,1544,458,QoS Aware Heuristic,308.35,556.74,44.62,91.14,59.38
21,777,819,Bin Packing,248.21,426.03,41.74,76.0,37.0
14,1584,853,Bin Packing,486.15,627.49,22.52,86.58,113.14
69,1654,678,Reinforcement Learning,164.05,326.09,49.69,75.78,23.97
26,118,215,Reinforcement Learning,316.53,592.0,46.53,82.85,4.54
94,1154,503,Reinforcement Learning,228.39,324.55,29.63,99.65,12.28
86,591,301,Round Robin,310.99,562.69,44.73,81.42,6.87
54,1658,475,Round Robin,320.91,375.46,14.53,99.54,30.7
18,1335,349,QoS Aware Heuristic,135.78,415.92,67.35,89.89,74.17
68,138,545,Round Robin,364.45,539.52,32.45,64.83,2.03
51,1988,377,Reinforcement Learning,353.79,460.48,23.17,91.84,38.98
33,1281,211,QoS Aware Heuristic,407.79,458.5,11.06,66.45,38.82
80,262,942,QoS Aware Heuristic,136.26,326.15,58.22,81.29,3.28
40,883,572,FCFS,218.9,330.02,33.67,84.53,22.08
56,315,845,Round Robin,360.04,567.86,36.6,95.69,5.62
80,961,787,Bin Packing,154.69,274.98,43.74,68.42,12.01
11,342,491,Bin Packing,371.04,443.05,16.25,95.04,31.09
33,1280,242,FCFS,123.61,299.87,58.78,97.38,38.79
15,382,131,Reinforcement Learning,233.97,425.09,44.96,63.58,25.47
37,1150,280,FCFS,438.68,601.83,27.11,95.41,31.08
10,1361,678,Reinforcement Learning,409.72,574.23,28.65,70.37,136.1
83,1054,615,Round Robin,357.9,555.31,35.55,63.24,12.7
36,96,897,Round Robin,448.18,629.77,28.83,98.34,2.67
55,671,368,QoS Aware Heuristic,383.71,466.85,17.81,75.69,12.2
79,1273,335,QoS Aware Heuristic,307.75,407.02,24.39,84.92,16.11
62,476,376,QoS Aware Heuristic,491.89,577.34,14.8,82.11,7.68
91,259,652,QoS Aware Heuristic,377.94,601.26,37.14,68.53,2.85
30,937,732,Bin Packing,340.55,522.7,34.85,86.78,31.23
50,1493,374,QoS Aware Heuristic,263.55,421.01,37.4,61.84,29.86
33,203,842,QoS Aware Heuristic,460.96,710.54,35.13,68.12,6.15
8,1595,915,QoS Aware Heuristic,218.28,349.73,37.59,97.79,199.38
85,464,185,Reinforcement Learning,103.69,295.72,64.94,98.14,5.46
17,1426,162,QoS Aware Heuristic,178.7,247.3,27.74,79.31,83.88
43,1230,503,FCFS,143.81,379.91,62.15,66.76,28.6
19,1334,291,QoS Aware Heuristic,227.6,451.4,49.58,76.86,70.21
33,1150,392,QoS Aware Heuristic,430.35,680.94,36.8,95.08,34.85
33,818,130,Bin Packing,360.61,631.73,42.92,62.81,24.79
79,1032,429,QoS Aware Heuristic,167.59,407.1,58.83,65.11,13.06
36,1561,757,Reinforcement Learning,415.53,676.65,38.59,95.83,43.36
6,1204,206,Round Robin,301.69,438.1,31.14,76.62,200.67
51,628,970,QoS Aware Heuristic,305.09,440.92,30.81,63.34,12.31
82,1528,721,QoS Aware Heuristic,244.84,530.92,53.88,65.57,18.63
88,789,375,QoS Aware Heuristic,445.85,724.49,38.46,95.3,8.97
26,212,821,Bin Packing,227.33,414.45,45.15,79.6,8.15
79,1088,750,Round Robin,137.66,279.3,50.71,66.52,13.77
31,1305,697,Bin Packing,221.09,487.59,54.66,95.76,42.1
71,244,655,Bin Packing,386.14,516.99,25.31,93.81,3.44
85,1934,181,Bin Packing,363.03,451.44,19.58,60.92,22.75
60,591,163,Reinforcement Learning,175.21,385.08,54.5,83.24,9.85
96,408,989,Round Robin,144.71,205.37,29.54,69.77,4.25
97,899,954,Reinforcement Learning,364.35,509.13,28.44,81.33,9.27
25,1404,932,Reinforcement Learning,370.55,622.47,40.47,71.17,56.16
51,476,666,Round Robin,246.46,370.26,33.44,72.64,9.33
84,546,685,Reinforcement Learning,437.12,719.95,39.28,84.07,6.5
63,877,984,Round Robin,491.28,780.24,37.03,81.55,13.92
88,535,228,QoS Aware Heuristic,182.26,436.21,58.22,75.81,6.08
10,1881,355,Bin Packing,330.83,627.74,47.3,64.3,188.1
23,1522,330,Reinforcement Learning,102.14,284.83,64.14,98.78,66.17
61,1486,596,Round Robin,385.22,577.52,33.3,66.98,24.36
73,379,236,FCFS,265.71,524.75,49.36,85.32,5.19
7,1805,962,Reinforcement Learning,177.31,350.51,49.41,63.31,257.86
5,938,554,Reinforcement Learning,400.89,552.57,27.45,87.53,187.6
62,1040,454,Round Robin,424.26,627.95,32.44,63.79,16.77
42,1220,723,FCFS,144.47,358.88,59.74,69.18,29.05
19,308,584,FCFS,116.4,354.12,67.13,85.88,16.21
38,341,919,QoS Aware Heuristic,233.63,450.68,48.16,71.32,8.97
65,1884,245,Reinforcement Learning,350.4,586.83,40.29,81.31,28.98
39,192,132,Bin Packing,417.37,636.01,34.38,64.98,4.92
68,796,359,Reinforcement Learning,318.42,488.53,34.82,68.1,11.71
29,676,186,Bin Packing,332.3,416.03,20.13,89.35,23.31
28,1438,942,Bin Packing,419.94,666.3,36.97,61.41,51.36
16,139,364,Round Robin,311.54,369.23,15.62,64.47,8.69
22,769,931,Reinforcement Learning,344.46,642.59,46.4,68.6,34.95
19,1237,641,Round Robin,306.49,563.6,45.62,60.81,65.11
84,530,491,QoS Aware Heuristic,452.18,669.91,32.5,63.82,6.31
31,133,331,Bin Packing,194.21,485.86,60.03,71.26,4.29
76,1150,687,FCFS,205.6,408.72,49.7,63.72,15.13
64,722,546,Bin Packing,151.18,215.29,29.78,94.64,11.28
50,566,228,QoS Aware Heuristic,427.79,617.64,30.74,62.64,11.32
93,534,370,Bin Packing,264.71,384.01,31.07,94.44,5.74
21,1663,188,Round Robin,239.16,381.53,37.32,92.91,79.19
97,1676,565,Reinforcement Learning,492.54,657.44,25.08,64.03,17.28
57,1672,269,FCFS,470.72,714.37,34.11,61.01,29.33
12,831,227,Round Robin,488.8,664.53,26.44,62.0,69.25
83,153,273,Reinforcement Learning,156.92,325.59,51.8,83.62,1.84
31,1525,125,FCFS,456.5,581.99,21.56,86.81,49.19
50,1560,672,QoS Aware Heuristic,231.48,416.45,44.42,84.83,31.2
54,388,610,Bin Packing,105.06,217.16,51.62,81.66,7.19
75,736,587,FCFS,256.52,371.77,31.0,66.99,9.81
7,1639,990,QoS Aware Heuristic,303.68,542.99,44.07,93.64,234.14
97,949,678,Reinforcement Learning,143.29,278.93,48.63,73.1,9.78
68,1551,505,FCFS,315.07,377.92,16.63,99.45,22.81
48,1796,125,QoS Aware Heuristic,427.79,563.71,24.11,75.39,37.42
57,656,182,Reinforcement Learning,251.06,460.7,45.5,70.52,11.51
28,272,463,Round Robin,241.06,494.56,51.26,95.77,9.71
64,1082,466,Bin Packing,235.52,526.0,55.22,82.7,16.91
7,1126,159,QoS Aware Heuristic,469.24,705.8,33.52,88.87,160.86
24,1150,650,Round Robin,119.5,276.71,56.81,76.34,47.92
50,1791,734,Reinforcement Learning,278.03,402.81,30.98,95.48,35.82
19,552,391,FCFS,205.84,288.25,28.59,96.71,29.05
29,1389,888,Bin Packing,457.52,664.44,31.14,77.47,47.9
98,1887,985,Reinforcement Learning,138.42,315.89,56.18,69.63,19.26
82,871,915,QoS Aware Heuristic,264.58,484.01,45.34,85.91,10.62
75,1915,893,Bin Packing,262.73,372.01,29.38,98.18,25.53
21,673,290,Round Robin,455.36,586.27,22.33,84.9,32.05
88,1936,560,Bin Packing,186.2,309.22,39.78,98.17,22.0
13,214,903,Round Robin,357.96,607.37,41.06,73.75,16.46
42,1352,763,Reinforcement Learning,153.76,246.57,37.64,96.6,32.19
52,1100,995,FCFS,481.59,683.71,29.56,64.5,21.15
64,1143,332,Bin Packing,337.21,400.05,15.71,74.35,17.86
67,1291,573,FCFS,350.5,537.88,34.84,79.78,19.27
90,1438,504,FCFS,273.51,339.49,19.44,86.12,15.98
6,1774,757,Bin Packing,236.91,330.88,28.4,71.77,295.67
92,1918,370,Bin Packing,185.07,263.33,29.72,96.97,20.85
76,1379,946,FCFS,341.6,478.28,28.58,96.14,18.14
15,1197,233,QoS Aware Heuristic,481.82,617.75,22.0,91.97,79.8
68,68,270,QoS Aware Heuristic,243.92,500.52,51.27,64.57,1.0
81,1330,514,Bin Packing,453.26,559.68,19.01,63.13,16.42
85,1369,127,FCFS,159.51,231.11,30.98,79.93,16.11
76,1095,235,FCFS,474.45,675.33,29.75,90.61,14.41
25,1953,504,Reinforcement Learning,240.19,462.05,48.02,64.93,78.12
22,1038,987,FCFS,251.89,375.6,32.94,85.66,47.18
98,499,604,QoS Aware Heuristic,285.14,485.84,41.31,81.11,5.09
68,601,340,Reinforcement Learning,387.3,631.31,38.65,89.04,8.84
86,1623,955,QoS Aware Heuristic,387.86,524.75,26.09,77.42,18.87
99,1121,543,Round Robin,291.84,473.18,38.32,87.73,11.32
42,744,533,Bin Packing,309.26,395.92,21.89,66.38,17.71
36,636,327,Round Robin,112.0,167.91,33.3,68.58,17.67
15,770,608,Bin Packing,221.72,517.06,57.12,96.13,51.33
49,1256,898,QoS Aware Heuristic,238.41,363.34,34.38,73.18,25.63
93,1508,402,QoS Aware Heuristic,323.49,443.22,27.01,99.42,16.22
37,156,133,Round Robin,323.32,616.63,47.57,61.85,4.22
45,1261,101,Bin Packing,383.96,616.02,37.67,79.84,28.02
12,825,461,Bin Packing,386.81,583.13,33.67,73.0,68.75
15,1159,294,Reinforcement Learning,194.08,418.91,53.67,99.84,77.27
90,1909,705,FCFS,408.07,635.55,35.79,99.6,21.21
55,1916,939,Reinforcement Learning,107.84,348.67,69.07,69.41,34.84
92,1529,407,QoS Aware Heuristic,386.46,453.26,14.74,70.69,16.62
45,1210,746,Round Robin,140.82,294.03,52.11,89.99,26.89
21,1931,815,Bin Packing,391.86,515.64,24.01,95.59,91.95
80,947,349,Reinforcement Learning,310.85,378.49,17.87,86.55,11.84
50,385,246,Round Robin,274.9,428.05,35.78,94.59,7.7
36,656,445,Round Robin,376.27,580.31,35.16,62.53,18.22
83,887,447,FCFS,114.55,209.17,45.24,85.62,10.69
84,1830,353,Bin Packing,189.39,315.65,40.0,88.01,21.79
58,1542,498,Round Robin,346.58,556.37,37.71,67.61,26.59
90,651,433,Bin Packing,438.89,633.72,30.74,91.12,7.23
96,1644,275,Reinforcement Learning,252.44,519.64,51.42,97.77,17.12
24,452,224,Round Robin,203.5,451.31,54.91,95.92,18.83
37,589,862,Round Robin,307.49,598.89,48.66,69.8,15.92
78,1145,497,Reinforcement Learning,348.93,548.23,36.35,72.96,14.68
44,1855,230,Bin Packing,268.04,492.66,45.59,79.98,42.16
36,73,661,Bin Packing,450.68,715.81,37.04,66.33,2.03
6,673,704,Round Robin,309.38,569.38,45.66,98.16,112.17
37,1885,991,Reinforcement Learning,114.33,344.01,66.77,66.46,50.95
81,1558,921,QoS Aware Heuristic,189.22,364.28,48.06,90.46,19.23
34,1129,506,Bin Packing,280.26,398.56,29.68,73.66,33.21
37,1035,831,QoS Aware Heuristic,379.09,648.39,41.53,82.95,27.97
81,272,945,Round Robin,187.9,432.06,56.51,61.89,3.36
30,1705,433,QoS Aware Heuristic,490.5,749.98,34.6,68.2,56.83
26,228,119,QoS Aware Heuristic,227.42,312.62,27.25,77.78,8.77
70,849,304,Bin Packing,312.99,441.69,29.14,87.09,12.13
42,483,702,Round Robin,107.59,263.81,59.22,91.1,11.5
94,1523,454,QoS Aware Heuristic,453.96,713.55,36.38,61.21,16.2
50,842,272,Bin Packing,415.53,688.75,39.67,66.1,16.84
19,933,288,QoS Aware Heuristic,178.18,299.4,40.49,89.19,49.11
48,541,923,Bin Packing,473.29,694.9,31.89,92.52,11.27
53,1262,101,Round Robin,226.34,295.79,23.48,69.46,23.81
79,1651,972,Reinforcement Learning,376.87,529.26,28.79,69.19,20.9
65,859,267,Bin Packing,427.59,599.26,28.65,63.52,13.22
71,1010,467,Bin Packing,396.37,637.78,37.85,66.01,14.23
10,469,635,QoS Aware Heuristic,467.03,740.02,36.89,60.32,46.9
13,1322,976,Round Robin,445.71,580.03,23.16,83.59,101.69
10,1661,679,FCFS,497.84,679.77,26.76,96.16,166.1
77,698,469,FCFS,173.04,384.9,55.04,65.98,9.06
99,1237,805,Reinforcement Learning,221.9,354.07,37.33,90.06,12.49
36,1818,695,Round Robin,354.49,650.87,45.54,82.95,50.5
45,1328,536,Bin Packing,393.22,662.16,40.62,97.6,29.51
80,525,306,FCFS,313.84,437.94,28.34,91.92,6.56
12,1879,148,Reinforcement Learning,129.57,306.56,57.73,94.11,156.58
76,1490,643,Round Robin,436.64,544.35,19.79,85.57,19.61
54,219,928,Reinforcement Learning,484.35,662.98,26.94,92.45,4.06
96,1390,781,FCFS,262.21,483.04,45.72,74.03,14.48
66,223,228,QoS Aware Heuristic,189.92,261.3,27.32,68.36,3.38
88,519,546,QoS Aware Heuristic,107.73,375.26,71.29,96.5,5.9
66,394,713,Round Robin,194.92,393.36,50.45,89.37,5.97
11,494,134,Reinforcement Learning,379.97,677.37,43.91,63.63,44.91
79,1091,918,Bin Packing,464.64,521.04,10.82,94.68,13.81
88,1143,298,FCFS,137.41,395.28,65.24,73.96,12.99
84,1411,912,QoS Aware Heuristic,321.3,569.29,43.56,71.93,16.8
8,677,176,QoS Aware Heuristic,378.21,461.42,18.03,84.93,84.62
10,641,468,Reinforcement Learning,210.55,344.38,38.86,82.74,64.1
62,576,932,QoS Aware Heuristic,327.96,599.16,45.26,81.53,9.29
26,1761,625,Reinforcement Learning,386.1,565.71,31.75,70.2,67.73
30,505,448,FCFS,435.09,585.41,25.68,98.39,16.83
7,1342,605,Reinforcement Learning,281.0,557.37,49.58,98.0,191.71
45,1704,742,QoS Aware Heuristic,399.14,472.48,15.52,60.17,37.87
64,860,337,Reinforcement Learning,220.71,388.99,43.26,73.51,13.44
18,237,379,QoS Aware Heuristic,185.22,398.31,53.5,61.82,13.17
79,1070,676,Round Robin,174.93,377.07,53.61,94.01,13.54
86,1642,531,QoS Aware Heuristic,243.55,359.62,32.28,95.46,19.09
16,760,237,QoS Aware Heuristic,114.35,305.18,62.53,80.73,47.5
91,578,368,QoS Aware Heuristic,213.2,440.34,51.58,93.59,6.35
16,483,839,Round Robin,360.89,557.11,35.22,88.13,30.19
17,337,300,Bin Packing,359.17,580.29,38.11,79.98,19.82
29,1991,241,QoS Aware Heuristic,129.42,243.44,46.84,74.55,68.66
49,1640,711,Bin Packing,214.97,473.18,54.57,70.65,33.47
23,548,749,FCFS,327.82,490.24,33.13,70.38,23.83
59,1514,779,Reinforcement Learning,227.42,524.23,56.62,82.48,25.66
49,1854,710,Bin Packing,267.2,323.02,17.28,66.67,37.84
12,352,922,FCFS,385.12,530.2,27.36,66.99,29.33
97,136,930,Reinforcement Learning,103.71,198.83,47.84,60.42,1.4
57,879,938,QoS Aware Heuristic,210.56,399.46,47.29,84.53,15.42
59,487,454,QoS Aware Heuristic,156.95,267.75,41.38,99.77,8.25
36,590,677,QoS Aware Heuristic,151.04,385.41,60.81,95.57,16.39
55,1095,946,Round Robin,483.62,754.09,35.87,88.23,19.91
48,882,428,Round Robin,250.62,353.34,29.07,91.42,18.38
86,846,658,Round Robin,310.84,401.01,22.49,76.67,9.84
74,609,948,Round Robin,393.53,662.37,40.59,71.92,8.23
22,1590,993,FCFS,118.98,259.3,54.11,74.75,72.27
87,811,330,FCFS,196.41,355.06,44.68,63.26,9.32
26,1748,407,QoS Aware Heuristic,432.86,538.1,19.56,85.35,67.23
41,1576,757,Reinforcement Learning,444.8,601.13,26.01,66.99,38.44
60,1787,818,Round Robin,249.18,357.01,30.2,90.52,29.78
63,516,245,Reinforcement Learning,249.94,466.42,46.41,67.6,8.19
7,1174,251,FCFS,402.76,577.48,30.26,69.12,167.71
32,1656,890,Round Robin,218.03,465.05,53.12,98.29,51.75
78,724,239,FCFS,146.84,275.02,46.61,64.22,9.28
39,734,762,FCFS,203.01,379.41,46.49,79.95,18.82
65,1214,120,Bin Packing,254.94,369.82,31.06,62.51,18.68
97,187,353,FCFS,120.88,404.5,70.12,63.62,1.93
58,627,163,QoS Aware Heuristic,291.47,471.95,38.24,85.34,10.81
67,759,317,FCFS,396.0,489.37,19.08,85.23,11.33
83,1913,171,Round Robin,305.5,423.69,27.9,67.72,23.05
11,277,261,QoS Aware Heuristic,128.76,199.49,35.46,94.9,25.18
80,330,229,FCFS,276.06,333.01,17.1,88.09,4.12
53,733,680,QoS Aware Heuristic,383.56,565.04,32.12,72.02,13.83
98,877,324,FCFS,123.24,257.52,52.14,69.94,8.95
89,480,857,QoS Aware Heuristic,123.94,414.88,70.13,90.17,5.39
35,1113,679,Reinforcement Learning,248.24,341.07,27.22,89.34,31.8
62,1592,553,Bin Packing,177.99,426.47,58.26,65.95,25.68
65,1759,483,QoS Aware Heuristic,473.91,602.9,21.39,73.97,27.06
28,1736,206,Round Robin,332.54,438.42,24.15,68.67,62.0
24,1284,720,Bin Packing,214.93,507.34,57.64,71.77,53.5
41,351,939,Bin Packing,381.91,632.55,39.62,71.5,8.56
8,1159,202,FCFS,249.97,457.63,45.38,99.04,144.88
96,1470,240,QoS Aware Heuristic,152.85,377.13,59.47,90.01,15.31
24,1326,676,Bin Packing,194.89,492.74,60.45,91.2,55.25
64,582,233,Round Robin,357.1,555.4,35.7,71.1,9.09
28,818,298,Round Robin,120.75,196.23,38.47,60.02,29.21
54,1964,979,Round Robin,209.08,275.3,24.05,62.33,36.37
53,1988,609,FCFS,183.32,399.97,54.17,82.12,37.51
55,1454,766,Reinforcement Learning,180.45,394.85,54.3,71.42,26.44
40,493,178,QoS Aware Heuristic,373.1,610.14,38.85,67.72,12.32
70,1106,993,Bin Packing,430.33,507.52,15.21,61.99,15.8
83,309,581,QoS Aware Heuristic,386.35,672.58,42.56,95.04,3.72
38,1307,611,Bin Packing,358.29,546.08,34.39,84.01,34.39
40,1588,349,FCFS,466.58,678.97,31.28,64.29,39.7
10,1932,988,QoS Aware Heuristic,123.36,182.07,32.25,90.66,193.2
43,1381,698,FCFS,166.99,457.23,63.48,90.23,32.12
46,788,915,FCFS,265.76,456.41,41.77,71.58,17.13
62,845,852,QoS Aware Heuristic,248.98,439.82,43.39,67.54,13.63
16,119,699,QoS Aware Heuristic,267.22,553.11,51.69,92.56,7.44
7,1527,582,Bin Packing,182.58,464.92,60.73,73.18,218.14
22,1512,935,Round Robin,159.8,264.87,39.67,93.9,68.73
44,1898,271,FCFS,303.68,586.45,48.22,61.75,43.14
25,1437,968,Reinforcement Learning,471.22,705.38,33.2,79.97,57.48
19,1032,116,Bin Packing,256.79,311.52,17.57,67.18,54.32
30,1839,834,Bin Packing,117.34,227.3,48.38,86.88,61.3
12,530,393,Round Robin,382.47,535.72,28.61,99.89,44.17
98,1217,493,Round Robin,216.44,412.15,47.49,76.5,12.42
91,73,921,FCFS,198.04,423.37,53.22,64.01,0.8
46,1014,597,Bin Packing,229.7,332.25,30.87,72.71,22.04
48,1498,318,Bin Packing,389.53,648.71,39.95,95.66,31.21
18,795,333,Reinforcement Learning,427.53,688.96,37.95,90.63,44.17
82,894,489,FCFS,335.22,543.97,38.38,69.29,10.9
6,1248,347,FCFS,228.99,509.26,55.03,98.14,208.0
41,1917,151,Round Robin,224.19,477.44,53.04,84.89,46.76
73,374,114,FCFS,149.72,255.13,41.32,66.72,5.12
42,1942,423,Reinforcement Learning,473.32,722.99,34.53,82.89,46.24
45,1744,540,FCFS,355.26,643.56,44.8,78.05,38.76
66,1933,211,QoS Aware Heuristic,110.79,195.19,43.24,92.79,29.29
64,1421,795,QoS Aware Heuristic,364.95,659.62,44.67,73.77,22.2
18,847,971,Reinforcement Learning,278.86,335.11,16.79,95.0,47.06
93,67,106,Round Robin,489.02,669.56,26.96,92.48,0.72
88,93,662,Bin Packing,427.63,671.1,36.28,86.98,1.06
6,204,925,FCFS,168.53,416.14,59.5,70.34,34.0
74,916,852,Round Robin,388.04,621.71,37.59,98.81,12.38
21,971,344,Round Robin,294.23,476.57,38.26,81.95,46.24
93,1450,547,FCFS,174.82,387.56,54.89,96.3,15.59
32,792,464,Bin Packing,379.5,604.48,37.22,68.63,24.75
